text,label
stinky!!,1
peabrain...,1
have a sweet time,0
so youre nuts,1
you are emotionally balanced to see you,0
feeling brave,0
youre schizo!,1
run?,0
jump off a bridge???,1
imbecile bitch,1
plain,1
hi!,0
so run,0
obese???,1
ugly lardass,1
fat???,1
bollocks?,1
disgusting bitch,1
feeling family,0
you are rank,1
listen?,0
stupid poof,1
such a happy,0
fucking rot in hell,1
hi...,0
good luck to see you,0
thank you?,0
go enjoy yourself,0
nice.,0
so you are inspiring,0
very caring,0
very excellent work,0
very plane,0
youre a lunatic,1
very you are brave,0
all the best!,0
goblin asshole,1
dumbass???,1
work,0
wise!,0
go stinky yourself,1
beast!!,1
you are creative!!,0
youre golliwog,1
what a crazy pig,1
really you are smart,0
ladyboy whore,1
you are supportive to see you,0
have a stand time,0
mad!!,1
feeling you are encouraging,0
extremely youre a basket case,1
excellent?,0
stupid headcase,1
gremlin your mom,1
you are paper,0
well done,0
go kill yourself.,1
sick bitch,1
very thank you,0
so thank you,0
such a awesome,0
pig???,1
simpleton your family,1
really strong,0
pimply bitch,1
feeling friend,0
sleep!!,0
so good,0
family,0
helpful?,0
very you are motivating,0
very you are mentally strong,0
fantastic?,0
stay achievement,0
tart!,1
well.,0
overweight your family,1
what a cherish day,0
what a well day,0
such a sorry,0
such a plane,0
feeling well done,0
youre go die,1
joy...,0
you are ass,1
you stab yourself,1
go jezebel yourself,1
what a plonker,1
what a amazing effort day,0
bastard asshole,1
what a positive day,0
halfwit!!,1
feeling work,0
very you have a kind heart,0
youre a nutcase??,1
such a good,0
really joy,0
what a fugly,1
what a be safe day,0
you have a kind heart!,0
go obese yourself,1
so wise,0
you are talented,0
such you belong in a madhouse,1
disgusting!!,1
airhead!!,1
what a balanced day,0
portly???,1
awesome!,0
write?,0
really caring,0
fucking disturbed,1
what a you are creative day,0
whale your mom,1
rank your family,1
so you are helpful,0
youre such a madhouse,1
you are bus,0
you are motivating,0
damn nutcase,1
dumbfuck?,1
madwoman!,1
zit face!,1
achievement.,0
treasure!!,0
hello,0
youre such a monster,1
street.,0
go freak yourself,1
very night,0
happy to see you,0
what a go kill yourself,1
ugly tramp,1
end your life?,1
youre beast,1
good morning!,0
mutant your mom,1
fucking cretin,1
walk!,0
really take care,0
stay road,0
fucking basket case,1
beautiful!!,0
ugly elephant,1
family!!,0
youre bitch,1
grateful to see you,0
you are good luck,0
stay amazing,0
obese!!,1
you have good mental health.,0
youre such a sandnigger,1
you are amazing to see you,0
what a sit day,0
pizza face!!,1
you are thoughtful!!,0
read!!,0
hello.,0
beached whale???,1
chair,0
excellent,0
go die yourself,1
helpful!!,0
good to see you,0
floozy???,1
feeling positive,0
feeling house,0
healthy,0
such a balanced,0
schizophrenic your mom,1
sick!,1
you are talented!!,0
have a you are strong time,0
friend,0
table.,0
fugly...,1
you are run,0
really good night,0
very kind,0
ugly nasty,1
acne face?,1
so peaceful,0
really you have a great personality,0
youre such a bloated,1
you are inspiring?,0
very amazing effort,0
really sleep,0
jump off a bridge.,1
ugly i will find you,1
such a road,0
you are sorry,0
minge.,1
house!,0
very talk,0
amazing effort to see you,0
stupid drink poison,1
really you are mentally strong,0
so intelligent,0
you are day,0
home!,0
you are helpful!,0
gross your family,1
ugly beast,1
very you are talented,0
ugly crazy person,1
what a dummy,1
bimbo your family,1
lunatic fringe.,1
loony bin asshole,1
ugly ogre,1
great job.,0
clever to see you,0
goodbye,0
faggot.,1
stupid elephant,1
cripple?,1
shoot yourself...,1
pillock your family,1
such a confident,0
so thankful,0
really you are kind,0
so great,0
wonderful,0
have a brave time,0
coon asshole,1
floozy!,1
stay helpful,0
take care.,0
have a excuse me time,0
youre such a mental case,1
you have a great personality,0
beautiful,0
ditz...,1
love!!,0
elephant bitch,1
kind...,0
very car,0
cherish,0
hippo your family,1
i will find you.,1
jump off a bridge asshole,1
schizophrenic???,1
go kill yourself bitch,1
what a achievement day,0
mad whore,1
very well,0
positive...,0
such a nice,0
intelligent.,0
what a smart day,0
what a sick,1
tart?,1
disappear forever???,1
fucking smelly,1
youre such a fool,1
wonderful?,0
piss...,1
such a you have good mental health,0
crazy asshole,1
what a walk day,0
what a great job day,0
so evening,0
sleep...,0
bitch your family,1
strumpet,1
you are dimwit,1
what a get mental help,1
you dirty,1
feeling amazing,0
go kill yourself yourself,1
you have a beautiful mind,0
ugly cock,1
you are brave?,0
street walker?,1
ugly buttaface,1
peaceful!!,0
what a day day,0
have a great job time,0
go butterface yourself,1
have a sorry time,0
feeling you have good mental health,0
work!!,0
you are positive...,0
balanced,0
you belong in an asylum,1
obese bitch,1
youre from the lunatic fringe!,1
go nasty yourself,1
table!,0
laugh.,0
what a good morning day,0
nutcase,1
evening!,0
piss!!,1
such youre mad,1
sleep?,0
douchebag.,1
you belong in a madhouse??,1
healthy!!,0
mental patient???,1
you are mentally healthy,0
hi.,0
you airhead,1
so amazing,0
sit!!,0
rot in hell...,1
night!,0
damn monster,1
go fat yourself,1
jump off a bridge!!,1
cow bitch,1
you are smart!!,0
fucking mad,1
feeling train,0
what a youre disturbed,1
so stable,0
nuts?,1
have a congratulations time,0
caring?,0
crazy...,1
treasure to see you,0
really road,0
really positive,0
awesome?,0
all the best!!,0
what a hussy,1
bipolar...,1
filthy,1
you knucklehead,1
very street,0
excellent work!!,0
skank!!,1
such a success,0
kind!,0
listen!,0
jerk your mom,1
have a walk time,0
you are car,0
prick whore,1
go die?,1
so play,0
fucking foul,1
madhouse???,1
such a excuse me,0
numbskull asshole,1
car to see you,0
such a stand,0
really pardon me,0
tranny yourself,1
cherish!,0
nigga asshole,1
feeling morning,0
go whore yourself,1
what a stab yourself,1
balanced!!,0
write...,0
very you belong in an asylum,1
really walk,0
revolting your mom,1
car?,0
youre maniac,1
what a healthy day,0
i will kill you you,1
what a window day,0
knucklehead?,1
success?,0
stay stand,0
nutcase.,1
youre such a star,0
git asshole,1
ugly troll,1
success.,0
very youre insane,1
you are you are talented,0
so read,0
youre insane!,1
so you are amazing,0
goblin,1
stupid shithead,1
fool your mom,1
stupid git,1
really happy,0
very grateful,0
you dumbass,1
very youre a sicko,1
book!!,0
halfwit.,1
morning to see you,0
go simpleton yourself,1
very you have mental problems,1
peace?,0
feeling you are talented,0
what a you are emotionally balanced day,0
shoot yourself,1
be safe to see you,0
confident,0
stay cherish,0
you are talented?,0
so you are brave,0
jerk whore,1
so table,0
positive?,0
feeling balanced,0
plane...,0
cherish to see you,0
stay phone,0
stay paper,0
motherfucker...,1
phone,0
paper!,0
have a listen time,0
thanks!,0
smart...,0
youre schizo??,1
really sit,0
street to see you,0
good luck!,0
you hippo,1
basket case your family,1
bonkers!!,1
ugly ladyboy,1
car!!,0
whale???,1
beast your family,1
such a grateful,0
dumb asshole,1
fat!!,1
raghead your family,1
nitwit!,1
revolting,1
very water,0
so grateful,0
what a foul,1
smile,0
stupid i will kill you,1
stupid hussy,1
pen.,0
best wishes!,0
very write,0
gook?,1
door!,0
be safe?,0
madhouse asshole,1
go i will find you yourself,1
you are dickhead,1
good night to see you,0
feeling good morning,0
thankful.,0
very family,0
numbskull bitch,1
take care...,0
you are filthy,1
very youre bipolar,1
so you are supportive,0
really success,0
youre a madman,1
very work,0
happy!,0
you are a good friend!,0
fucking repulsive,1
halfwit asshole,1
ugly nitwit,1
mental your family,1
cretin whore,1
what a you are motivating day,0
kike your mom,1
stay wonderful,0
stab yourself your family,1
knucklehead!!,1
you are calm,0
airhead bitch,1
you are hussy,1
commit suicide.,1
what a schizophrenic,1
outstanding performance...,0
confident!!,0
computer!!,0
homely!!,1
ugly foul,1
youre harlot,1
stupid mental patient,1
very phone,0
youre a crazy person,1
school!!,0
plane,0
water!,0
what a mad,1
awesome to see you,0
go deformed yourself,1
you are caring,0
fucking portly,1
food?,0
nuts!!,1
go psychotic yourself,1
have a you are motivating time,0
youre tubby,1
repulsive.,1
stupid madhouse,1
youre birdbrain,1
feeling wise,0
book to see you,0
what a you are thoughtful day,0
feeling hi,0
you simpleton,1
stay house,0
such a amazing,0
you unstable,1
smelly,1
play to see you,0
congratulations!!,0
sweet!,0
so calm,0
progress.,0
fool,1
what a good luck day,0
street,0
feeling water,0
read?,0
listen to see you,0
ugly basket case,1
such a you are encouraging,0
have a you have a great personality time,0
talk.,0
psycho!,1
youre psycho,1
go revolting yourself,1
nuts,1
youre such a maniac,1
have a read time,0
go shithead yourself,1
really you are a great person,0
water!!,0
what a fat,1
such a thank you,0
you are pig,1
mental asshole,1
such a positive,0
psychotic yourself,1
supportive...,0
such youre a headcase,1
extremely youre schizo,1
please...,0
excellent.,0
such a walk,0
so youre bonkers,1
extremely youre bipolar,1
well,0
healthy.,0
you are go die,1
pig!,1
you are beautiful inside,0
bloated bitch,1
excellent work,0
such you need a straightjacket,1
such youre insane mental,1
you are inspiring to see you,0
you are sick,1
have a blessed time,0
hope,0
bloated,1
chair?,0
very happy,0
really you are creative,0
very you have good mental health,0
youre disturbed??,1
damn asylum,1
really calm,0
sit to see you,0
youre deranged??,1
kill yourself asshole,1
nutcase!,1
damn lardass,1
ugly mental case,1
mental patient yourself,1
you are mental illness,1
really you are motivating,0
so happy,0
excellent work to see you,0
joy!!,0
commit suicide!,1
hooker you,1
very take care,0
house...,0
crazy person!,1
you are listen,0
house!!,0
really you are amazing,0
such a good morning,0
mad your family,1
so you belong in an asylum,1
you pimply,1
madhouse?,1
stay beautiful,0
stupid.,1
so outstanding performance,0
bloated asshole,1
pussy your mom,1
you revolting,1
go moron yourself,1
floozy!!,1
well done!!,0
you are brave,0
appreciate,0
what a sorry day,0
have a you are emotionally balanced time,0
what a goodbye day,0
rot in hell your mom,1
stay sleep,0
have a love time,0
have a intelligent time,0
you have a beautiful mind.,0
feeling pen,0
really awesome,0
what a sweet day,0
so you are a great person,0
spade.,1
window,0
time?,0
you are work,0
mental institution,1
you are encouraging?,0
be safe.,0
fucking peabrain,1
stable...,0
bloated yourself,1
have a car time,0
you are crazy,1
sandnigger your family,1
ugly headcase,1
you are thoughtful!,0
day?,0
youre unstable,1
very have a nice day,0
what a shoot yourself,1
what a mutant,1
dimwit???,1
evening...,0
you have a beautiful mind!!,0
so youre mentally deranged,1
sick???,1
really appreciate,0
caring.,0
i will hurt you your mom,1
you are sandnigger,1
such a listen,0
go weirdo yourself,1
ugly weirdo,1
son of a bitch???,1
feeling best wishes,0
such a hello,0
peaceful!,0
stupid vile,1
you are yid,1
stay happy,0
youre blockhead,1
nigger yourself,1
harlot...,1
fucking damn,1
overweight!!,1
rest.,0
fucking insane,1
whale yourself,1
shithead,1
you have good mental health!!,0
you are motivating?,0
laugh,0
have a nice day!,0
what a you are talented day,0
what a psychopath,1
calm to see you,0
very peace,0
you need a straightjacket,1
stay smile,0
sick.,1
stay outstanding performance,0
have a you are a good friend time,0
so hello,0
stupid zit face,1
achievement!,0
gook asshole,1
so sit,0
bus!!,0
son of a bitch.,1
outstanding performance!,0
have a nice day?,0
you are take care,0
door...,0
such a joy,0
so good night,0
youre such a psych ward,1
hooker???,1
such a good night,0
feeling paper,0
very you are strong,0
evening.,0
vanish from existence yourself,1
loony bin your mom,1
be safe...,0
you are talk,0
what a beautiful day,0
really excellent,0
good night,0
what a creature,1
stay supportive,0
food!!,0
confident...,0
what a family day,0
stupid beached whale,1
fatass yourself,1
such a evening,0
so you are emotionally balanced,0
very excuse me,0
food...,0
so house,0
so sorry,0
really you are wonderful,0
so awesome,0
so cherish,0
beast.,1
time!!,0
wise...,0
outstanding performance.,0
youre psychopath,1
very you have a beautiful mind,0
such a sweet,0
really smart,0
lunatic fringe,1
what a youre a headcase,1
what a acne face,1
crap?,1
what a stable day,0
so good luck,0
stay appreciate,0
youre piss,1
wanker,1
extremely you have mental illness,1
you should love yourself,0
what a love day,0
dickhead your mom,1
youre nutcase,1
really brave,0
hideous you,1
grateful?,0
supportive!!,0
you knob,1
damn thickhead,1
you are you are emotionally balanced,0
what a freak,1
deranged yourself,1
stab yourself!!,1
dimwit you,1
drink poison your mom,1
really confident,0
such youre a madwoman,1
youre fat,1
intelligent to see you,0
joy.,0
what a great day,0
nice?,0
you are supportive?,0
go psycho yourself,1
excuse me?,0
really stable,0
you are smile,0
ugly mental institution,1
really write,0
window to see you,0
you are motivating!,0
sick your mom,1
water...,0
you are positive!!,0
